vm_id,timestamp,cpu_usage,memory_usage,network_traffic,power_consumption,num_executed_instructions,execution_time,energy_efficiency,task_type,task_priority,task_status
5753c52b-0d31-4b5d-9b9a-86ab8f4fcb7a,,95.9433340833425,54.6542393260813,564.767158304386,452.278196185796,,82.5389755244554,0.227336398601856,network,,running
0c54be8b-0409-43c6-b9cc-8f91cd626b72,7/20/2023 0:43,64.5570244456003,26.6003015495225,196.643021417977,161.427958022185,5710,43.6890334712761,0.857482133538749,compute,high,waiting
a8d42a29-7f40-411a-9493-9f4fcd3e5614,5/15/2023 6:18,3.53624357554909,71.4084753562974,,394.969227295904,7441,68.0988223047159,0.380741076567689,io,high,waiting
f5189b74-7d22-46b9-941e-59582e54a4ad,7/2/2023 22:49,,2.66399493271843,341.822202897716,207.528126613462,,84.5206095281879,0.60401650626699,network,low,completed
d5dcf757-5523-4119-b398-17a86a58f8a3,6/21/2023 10:21,51.001685231825,90.8089817183553,396.962311488391,438.85669171512,3349,28.3843492884691,0.147526196743019,network,high,running
2c6b80df-1f80-49e2-8a14-0200c053c4ac,2/7/2023 3:43,53.6177494703452,31.5669928924222,877.133827518186,390.901225353523,2583,23.9470019183391,0.803267228707313,compute,medium,completed
99abf20e-34e1-4ab8-9d15-4e29a7ce4c54,6/25/2023 22:50,68.1392510603837,90.6141641669819,920.168981314682,166.649843357101,,28.092612807545,0.966456912244699,io,low,completed
afbcbd76-e123-465d-a813-b865e5681eb6,1/7/2023 19:18,27.7596097731766,,784.072574328534,30.6298467679754,3514,34.8397128894394,0.644851182977909,compute,low,waiting
,5/20/2023 9:41,12.886056546632,12.6172241626733,530.571114094305,374.350707185521,6778,6.18885335260468,0.706057674180239,,low,running
6f36fdd7-ff23-4e9b-a183-ce4538acdfef,5/13/2023 17:15,,98.6557509043433,,296.805917647363,8139,61.838327409719,0.807057193209298,io,medium,completed
,4/23/2023 14:22,95.6405722795948,,,164.146487555068,1706,18.717407627804,0.346022148159126,compute,low,waiting
1dff7b14-d17f-4462-be8d-637467cb5e73,6/5/2023 8:21,18.7130891750844,,722.093161281898,408.919562263396,2389,13.2636045205566,0.580937800933456,io,medium,completed
4caf8249-5b95-446d-8faa-ad2b0f09b3de,2/1/2023 11:09,90.3983954928237,,407.307657511813,223.455463389432,198,29.1774788116189,0.932878617043645,network,low,running
f5e58e11-1413-4755-9e95-e70b053c8f3b,3/27/2023 16:16,54.3805950077326,25.4874156128467,400.961310739513,413.928443817734,1962,34.397513831316,0.0976541279760436,compute,low,running
b98a2f74-ed07-479a-b622-48be5014f4f4,3/9/2023 4:32,45.6911421645765,32.0121797487856,923.053743682069,186.911702782396,8619,,0.292836678588687,io,low,waiting
,2/18/2023 9:48,88.2041410229889,89.3195645716903,254.850949292431,153.607515112762,2348,63.0426060066824,0.477605876960734,,medium,running
06293566-b8c9-4abc-9557-f52a377aca2a,4/25/2023 6:18,45.8603961768585,2.43029745388256,,161.515001772197,1304,59.662601799279,0.469010970288421,compute,low,running
d943d39d-6d4d-47cf-99de-9d1fcbcee477,3/3/2023 5:19,72.4167636611543,50.1253251470213,395.254433546684,379.009179002963,9307,14.4882167571402,0.147026060250173,compute,high,completed
c44eb407-5d93-45b4-9a29-4a6689779427,4/2/2023 21:34,39.9025321703102,38.975900016727,480.683429157604,94.3343271174624,5978,85.204886172456,,network,medium,completed
5616c893-3b21-412a-8a60-5b0c36277a33,4/9/2023 20:59,90.4044392900957,53.4752430735377,,364.205334656899,183,51.1006676819313,0.627283097465629,compute,medium,completed
4cf8cc20-359c-4b71-b846-489e68867979,,69.0025020191227,60.8009929312492,113.079959895706,,3843,,0.326708922410794,compute,,completed
e07ed5dd-c658-48e8-b01f-9782ea61a53c,7/3/2023 8:42,,30.4420462418191,810.383395219487,475.207062406207,6667,12.9456280105901,,network,medium,
c655b960-17f9-4ae1-8ccb-6220651bd191,2/10/2023 9:02,32.7720401557118,,113.078588757765,309.596734768275,1483,64.280858057215,0.87122986502586,compute,low,completed
dcfe33f9-6538-4e9a-ada4-76782b4d2e7b,1/23/2023 17:47,75.6778642736889,63.2770533461873,460.467831762041,175.596614461714,9424,,0.864424404474174,,high,completed
5c162b81-d3ad-4b2c-96ec-9eddade4663d,7/10/2023 12:51,63.6061055447141,,,,2171,88.9638235140341,0.35847404373772,io,high,completed
19b30f96-9a61-43b7-a51d-07657ce9e8c2,5/17/2023 20:21,24.0020273379709,31.9965324463519,536.876463792873,94.1928761897113,7491,10.7815105292272,0.207002498937736,io,high,completed
b8bff822-d34a-4775-a623-bd237a0d71c9,2/5/2023 7:13,16.0538822485256,,708.577685647533,55.8795560268635,3355,77.3511666090868,0.332976268624495,network,medium,completed
444b47ca-0a0f-4c1a-a376-7d9c630a0ec1,6/16/2023 16:02,79.6391474517331,63.7743917352919,213.464034890868,129.053577014179,9884,95.0836379470228,0.69668285067424,compute,medium,running
f3bc9dc1-d4f3-4c9b-8cbd-3d8e838718fa,1/26/2023 11:02,95.9166603035222,76.8351698170376,396.070632710649,344.084836242456,9131,33.2657993761639,0.414786171956263,io,low,completed
dbb406c0-3011-4676-83e3-e847475bf20f,3/22/2023 15:32,45.8138827260042,87.8224701600301,20.4379314999781,218.462220555324,6483,32.8035785610806,0.191264974501164,io,low,running
7d8965e3-501e-4e23-b83e-0c2db2f5baab,2/4/2023 22:06,59.0984165323684,2.21096613784952,266.963750655626,300.239599132383,5318,13.3596384893109,0.345280899845088,io,low,waiting
1fb6e287-d053-4ad0-a161-732cccdff60a,1/28/2023 10:24,85.7722644193554,66.486762503497,972.394322543711,,3687,3.31840208318089,0.863874886096388,io,medium,completed
5166b9ff-ecdd-4168-ba0c-1679df324a51,4/5/2023 9:44,45.7223453353857,64.5585381763996,638.188930788177,480.62631456016,2734,40.7642350161757,0.807964752217846,compute,low,running
28c51d31-1b10-4ef0-b72f-530f3e945ea2,7/7/2023 13:38,,42.1616240602161,332.160329695295,404.893120516512,9661,30.6878927827433,0.876348595352298,io,high,running
6988b58d-f93c-4010-a44a-07c2143fb7ed,,57.5751162044872,86.8508305118229,396.489912302631,93.5670922618877,4440,64.025162919797,0.13983995223172,network,low,running
fcdf4c15-7339-4f17-87f5-fcd9b5128be0,3/24/2023 2:38,82.0767120701314,21.1386848436822,111.121317124392,105.940952794793,7242,12.3894454267464,0.462451424451192,io,,waiting
,3/19/2023 13:52,90.8843718412738,50.9578280465717,914.054661451429,65.7659144801671,8483,43.7555281543167,0.5953412049092,compute,high,running
44d9b428-0a2d-4d8f-8e47-115c5f81884b,3/23/2023 20:25,,,34.9212243570371,,6758,52.8563685489866,0.0618877217341136,io,low,waiting
c59b4767-78bf-47ad-90e5-31deeae95373,6/12/2023 9:48,15.9414463448955,51.6414639538399,472.415780639568,344.383320350263,3206,2.12117497585085,0.526341557527794,network,low,completed
92647c0d-d6f1-402a-93d8-67231b6ad64b,5/18/2023 17:44,62.88984390617,92.5032274833344,272.807072225357,335.309349989169,2723,15.552234583821,,network,medium,waiting
8434ad41-09fa-43a1-8831-e8b6d3393bbf,3/24/2023 1:07,39.8434258619677,,482.554173489763,64.2848297102964,7184,73.8522790105968,0.13104284835405,io,high,completed
582288fd-ae4c-483c-88f0-dd072724bfae,2/11/2023 17:12,6.27129520233457,,680.258974087912,,824,77.4114704546075,0.13862903400662,network,medium,completed
8fbc2552-2301-4206-99fd-91ae97182df2,1/19/2023 0:42,42.4032251889841,83.4945483920414,9.69037205988421,77.5618392747661,2004,80.692631942676,0.323279484696811,network,low,waiting
,2/22/2023 20:34,25.8684066889407,59.1667019581248,785.98442914406,377.102688472932,1881,37.4289059750396,0.808182969981069,network,high,running
,5/14/2023 2:43,84.903830842851,79.6888952815131,447.416578302585,272.218020569072,536,51.1667388336019,0.922356637528093,compute,medium,completed
676fb3b8-8b2a-450a-93c6-8c63b2186a38,4/21/2023 21:22,3.33046265466961,72.5510813150449,89.9404229001522,231.473341291319,7297,96.0549416717449,0.211167359834463,io,,completed
e354eb68-3289-4689-b146-8eaa9eb47c36,5/9/2023 18:03,95.8982721863473,81.8031420784064,270.248009338374,213.169915243402,8977,50.8063779372239,0.270701077161281,compute,high,running
cc9697b8-03e4-4906-8731-df121dbe49ee,4/11/2023 12:57,35.5368848471929,90.2982189716549,505.531743296327,309.034529751004,4036,16.6172159161318,0.129244841724771,,medium,waiting
a83f6e03-02d5-4c03-b513-6293be3302d6,3/16/2023 10:57,35.6706890402542,13.1426713061386,647.374395563317,,1281,10.1945404661925,0.670664694449774,compute,low,completed
588faca3-edcc-4331-bfbb-dee0adc0ac6a,7/1/2023 18:45,1.63285026837078,63.3052233469934,84.1947756914721,90.0395263416033,7002,30.2513432087828,0.933931499859428,io,low,waiting
13332d3e-321a-4b03-bd66-790fb75bd1af,7/18/2023 19:29,18.5232325236183,46.8818334575245,992.514978678749,31.5011248179788,,35.7894437170485,0.635722516870236,io,,completed
4dfd13c0-358e-400d-a1ed-0b283e07ae47,2/24/2023 5:22,40.1259500803608,42.2434518187736,407.549373079098,36.7845428390546,9907,32.8508805683818,0.343873412404199,network,high,completed
9a926ee7-edac-4857-872b-7fd7222cf754,2/1/2023 9:42,92.9291417302714,81.3884308424393,885.433206826767,131.890181711176,3412,49.2634386934325,0.683960399738891,compute,high,running
,3/16/2023 23:12,9.96149302212713,55.8431013344134,458.048447925935,229.792600340068,8247,0.881203785848283,0.567189807876971,io,low,
2eccbbfa-ce90-4caf-a4e7-a32d0ea31eba,1/24/2023 16:06,94.5301533479079,31.131610610061,307.416069590259,309.95436549333,8687,64.4867216406896,,io,high,waiting
7a6205bd-f528-4387-a759-75e4ae08f08d,2/15/2023 0:03,86.9488530546632,44.0954089392848,353.286315292559,378.593457228342,3749,98.6959726696102,0.937167598941699,network,high,waiting
b9329794-7c8b-4ae1-83d9-750a7abc24fb,2/21/2023 17:06,45.4162396907551,13.6383920960947,,211.718515629791,2586,36.670592295238,0.682820915383398,compute,low,
36f4644d-56f1-4188-9013-ec1000fc7e86,3/23/2023 11:24,32.670088176826,30.3469647577894,609.060737202871,482.422013394129,2893,14.8893391361212,0.422719671358481,compute,medium,completed
324ed951-6715-438c-b75f-3a57a445cb10,,23.2744129279056,65.2987642922228,967.31325787868,32.0847243156552,5699,25.0641750687163,0.726065268117261,network,high,waiting
e4ab1fba-f5c3-4962-9f8a-dcda5ef5f719,1/4/2023 8:02,61.4464706476874,99.3775119221348,1.12516662435813,347.842882533966,7107,86.4564420272631,0.594552195110325,compute,medium,waiting
dc8098cf-6fa4-47df-ae2f-6b50f1d3d047,2/5/2023 12:01,3.30745914755056,61.5824776427831,53.809478442342,373.141695871392,7490,42.7933691214848,0.488882966253344,,high,completed
896efc17-7366-4931-b7b0-0a72aa81bd74,3/30/2023 1:00,,62.5021406184713,805.0037471991,138.109184522029,,,,network,medium,running
475d2107-a06d-47cc-b1c4-53b50872bd85,3/17/2023 5:30,42.8795722498237,60.9187093172151,654.540481043584,,8855,50.0645387373514,0.222882098957319,io,high,completed
d2dc3b97-f24f-4588-ba43-522f300ad6c4,5/2/2023 4:49,,,703.341373432144,272.27956506549,8985,33.5306681995096,0.668238408641823,io,low,waiting
176e7577-8601-4644-98e5-4f286efb45e6,,25.1940988246092,38.6607178757788,744.087977012444,383.681338248886,2010,10.6610250906491,,compute,medium,running
b9214aec-fe8c-4b8b-b1e9-921719452e65,1/7/2023 9:53,,,442.509428764256,324.354351235597,2842,,0.677093037761871,network,medium,running
,,25.3191193722851,,918.510956972089,10.06132758386,9599,,0.873784860854441,,medium,completed
79e33066-ca5f-4fa1-9628-b56ba8cb6188,4/14/2023 8:19,13.1055231215257,58.1158385173292,99.4005682995404,499.063494464342,3018,45.4089234114958,0.969858217328609,network,medium,completed
084b45df-957c-4f02-9be1-dc1b7293913c,4/29/2023 11:54,1.20362228976542,77.8567598881913,30.6787228286278,138.574973288523,5928,88.3317748740104,0.894727460915989,io,medium,waiting
db533e4a-2a19-4d93-8bb8-e23484a2757e,1/17/2023 5:22,11.5484297138748,35.2539409779309,406.438544904343,,2830,,0.055312015513541,network,low,completed
201c18ba-ffd9-4c83-b67e-3ecb8f58b3cd,4/2/2023 22:34,61.8480259512747,17.8716362194664,477.261657782584,347.556955229098,3071,62.3001722787155,0.90314091225172,io,medium,waiting
8875fb30-94ea-4a28-ae1e-048557a455d0,7/10/2023 15:57,97.425621281805,,879.076962142744,190.491340136639,2103,38.5503382292515,0.773948794387629,io,low,
57e95368-f13a-4818-b004-a408ad57de28,7/1/2023 4:51,,49.9577807339309,,287.585828890658,2190,77.7604034185115,,network,high,waiting
,5/14/2023 19:39,40.9054095373061,4.09198277851984,339.235806646959,19.6322892210579,7835,54.9845213385057,0.656041218723383,network,,running
e033ec83-a86a-46dd-a306-5abcaf067688,3/22/2023 21:53,16.2954426046605,32.4984995031809,149.696180991055,110.523865762954,2185,23.0931692149537,0.179533704500478,compute,medium,waiting
52533223-617e-4d05-bb9f-b04eb3a27cf0,1/16/2023 17:02,,2.91987650905791,,8.72677122861986,1323,50.8160224403036,0.229334395467321,compute,medium,running
,6/23/2023 0:55,49.0305346548737,76.9919051471736,82.2628277481599,,5546,64.2388504023674,0.649454422376318,compute,low,completed
92c3448c-78bb-4c16-80cd-7fbf04d8fbb7,,98.9409777284431,,,368.241382336623,4572,30.6076802254041,0.105837058376299,network,medium,running
6966f0fa-34df-4e53-82f1-85ff2cfd296b,4/15/2023 20:03,6.53042071517802,95.2981819343611,182.774648730899,281.780910644608,8903,11.1286072715861,0.282377046675901,network,medium,completed
0083abb7-63cf-4489-97da-437c2b551961,4/23/2023 13:32,78.3234438313813,99.1503943633095,614.187964193167,179.198414758447,4192,12.9234671267058,0.239792981014453,network,high,completed
27336983-df3c-4f13-92c1-9207369adf86,7/5/2023 4:56,28.8398497331493,45.1144313436863,544.81193538129,250.0066832108,1068,63.7305898098905,0.152519689586826,compute,low,running
827c34c0-eb2c-4952-84cd-dd6f80e62c4d,4/8/2023 10:15,24.1418620076574,60.2050738179838,652.804048091755,23.0432366546353,2726,13.0902211283833,0.689243477142866,compute,medium,waiting
f9f3bd51-e048-4167-abb5-8d55f334c01c,1/28/2023 0:30,66.2504571532675,35.0401932562586,,250.620274495913,7139,34.9103123863477,0.052085321475904,compute,low,waiting
abce30f7-7b22-434a-be23-3760b1bfd28c,2/16/2023 15:18,24.6063184990964,28.5318861443931,,38.8078558559589,5017,33.3000504684579,0.682799411059332,compute,high,completed
9c8aefed-561f-4817-abeb-898af84e84b0,4/12/2023 19:41,66.5859117559187,11.4507176555414,154.041966300192,61.5469826484847,9259,49.0183523212289,0.894879029727492,io,,running
3fa3a03e-c5e4-4e78-bc03-32b64c36b37a,1/31/2023 10:09,51.7308517202288,84.4328217072241,298.987762615463,51.3606214284656,2365,39.0774675949041,0.971439060944912,io,,waiting
5967080e-b55b-4253-bfa1-d7c6f9ae8772,6/19/2023 20:13,42.4088988435849,50.0804341744785,810.938417944176,24.2480935858294,1804,37.2221272345691,0.940190739196844,compute,medium,completed
6ba62cdc-6ea5-4e28-9180-e4af229e8c5c,6/8/2023 1:27,55.4687808661419,,978.261645008881,100.225943456942,127,71.6240388686076,0.40580485763541,network,high,running
7795f969-b52f-4c89-8aba-ca95b5a4de90,6/10/2023 12:32,28.7051519919629,8.50417018141272,605.946527705134,94.7421918567033,9016,50.4744884510649,,compute,high,
ceec6035-436a-465e-a8ff-164d282f5e2d,4/20/2023 13:30,70.6574706272979,9.86009473906662,472.617470910693,422.88488500076,9458,87.2243815233939,0.338115096038005,network,low,
f009fae0-fbde-4b19-9a5e-8e8dae1eedd2,7/7/2023 20:04,41.4856869333564,85.9500100828782,688.517440579782,,1502,36.9769886873049,,compute,medium,waiting
a1cc61f2-91a7-4dcd-8b8e-bb8b622a9f3f,4/16/2023 21:44,36.0545560485892,14.0419647416085,990.964077604415,347.532515800622,6165,90.8855766933237,0.849394136762348,io,high,waiting
0ddaebc0-56b1-4b9e-a35e-a0562ff33e83,7/19/2023 9:09,82.8656914555737,39.5759219776595,325.638180191078,345.391838443324,6550,99.3387470064423,0.195836470947157,compute,high,waiting
46e111d1-3b55-4814-b4d3-80d2a256db11,5/4/2023 21:54,92.4966911953192,19.8178151449809,916.188211504222,417.386602686088,3218,14.4050766685287,0.593683308637073,,low,running
d38f57d1-8e1e-41c5-9cd7-bf9a402a31db,3/29/2023 7:33,4.60073108872969,7.36270941132704,355.534134298539,393.442703144848,8142,24.6481778927711,0.987789465516722,network,high,completed
721c3919-c068-43a1-8d43-62259cbd3f06,4/26/2023 4:13,23.2626992829765,94.2807354432406,278.190813074217,,9102,19.6870069588701,,compute,medium,running
10e4cbfa-d68a-4c72-adba-8fc732fdad0d,4/5/2023 2:48,34.8519369492563,14.2228694578277,672.140623439964,65.3897991150929,4240,59.7111177739314,,compute,medium,running
efb07d8d-636f-48d4-a015-40b68b4c7160,2/9/2023 8:34,81.4966479370247,48.0090711499802,,276.862135460925,2699,93.2395975131202,0.699674765014193,compute,low,running
795f79b0-0781-4615-b51d-ce6d6eccfb3f,1/27/2023 8:55,98.5491427643297,,694.101658914766,51.8824004804249,944,88.8571324030934,0.586950681163702,compute,medium,running
5f0d492b-d7bc-44b4-acf8-a473a72754cf,1/26/2023 14:52,96.8971704670351,75.703392282494,27.8449299429134,130.578576317418,1268,15.3779664914328,0.579004994110146,io,low,running
1e9be142-e0ce-4439-b5b5-342c3c7d8cc0,,90.4948345549926,53.8231385324462,972.881417571441,109.65669320684,4761,44.6569620925882,,compute,high,running
,3/7/2023 11:17,29.6556265064029,,930.222148069648,415.203323508374,359,26.2527996416753,0.0402820205230093,io,high,waiting
1c932240-d32d-4bff-964f-dde9e1d6597a,4/19/2023 14:10,99.2011243414474,,583.125148699282,,,20.1519183119577,0.197339044719408,network,medium,waiting
4b4121e5-322d-40ce-b568-e05876f42ab7,3/23/2023 17:09,24.9420041056451,21.03044122628,536.333080734714,329.443274142864,9655,95.2368800961098,0.36098427540344,compute,high,completed
b2c46ed6-bcad-4705-ad2a-b60d28334f09,3/28/2023 5:26,10.5906154882232,19.0482835365092,319.203949138452,103.494008020067,9246,82.748701976871,0.311732524399836,compute,medium,running
a8f1631e-6028-4843-9eac-70dd305ec19f,,,37.4041196594274,851.936186697436,,278,54.5563876784799,,compute,high,waiting
8ad1bbfd-0ac9-4f53-91f9-54f6f47c2059,5/17/2023 17:39,23.3420255468096,8.58453387483738,735.934945223987,,4841,83.7368051368084,0.347179513749901,network,high,running
3da10904-5b7c-4ef6-baa9-c4a9bdb55854,5/31/2023 0:42,68.976826507775,,545.108191140519,0.170493285029549,981,27.9969677254021,0.383756318524306,compute,low,completed
a07f82ed-484c-4d6e-bb51-1d5926446084,1/12/2023 0:10,5.83563589805886,20.8991651265928,,309.615979102883,3632,49.1563529977966,0.906392970990781,network,medium,waiting
12153a54-52cd-4dd9-b446-ab146a521075,3/27/2023 8:23,,16.2477768919767,393.526448384866,351.748590516712,2195,47.2775059183706,0.605891004624065,compute,medium,
5b32d418-2765-4698-917c-cf502b6f3f4f,7/13/2023 17:51,88.1720212333839,34.5153180265931,594.290617302829,196.464444481707,5594,86.3896562356732,,compute,low,running
216e9e79-65b8-4b3e-9761-9157f4597b15,3/14/2023 4:46,27.2436895465962,93.6809974617716,382.620133432482,368.542654745124,,31.1579716645041,0.259180268618346,compute,high,running
e6478580-650e-459e-919a-cbd41385ad4e,6/29/2023 6:02,,2.55219887402429,146.091878821384,91.9816556203445,3747,6.73773953858014,0.265118190718255,network,high,waiting
053c8eed-6f17-430d-877a-f184c8cd450c,4/25/2023 18:30,37.4296183320916,91.8963427832322,858.821409026305,367.879715792293,9805,35.2604396127368,0.190015104290297,compute,medium,waiting
bcf8e4d8-64f5-4f6d-a0af-967cc555a436,5/8/2023 3:48,74.8788257540133,88.145848122184,,,8306,43.7619024349046,0.486674457758701,network,,waiting
e34360c2-e48b-4488-8730-2fcb1a8e3f56,,23.7807242539038,35.5215073639532,,227.517702923645,7559,38.792792699919,0.641875252053264,network,medium,running
3b9420da-dfa4-44be-9ec0-89a9e1ac20e0,2/20/2023 19:34,17.1853099047643,79.0787529143527,517.063179842643,182.204749275152,709,33.2772312469548,0.708612859835234,network,low,completed
b4985b5c-6899-4085-836c-e71f1f480879,4/19/2023 22:23,44.9291648687738,93.8849021897906,286.24494134437,96.4358162342759,8261,8.98436924026743,0.126370339684641,compute,low,
f95d694d-24aa-4a18-ac7d-57f4e08d5500,6/14/2023 20:26,,69.5177826285163,316.840000575156,385.272419049218,9199,23.0874728825861,0.891763368359117,network,high,running
1543747e-0468-4ae2-8f9b-8ee2ab574923,3/9/2023 8:00,83.9189122258652,,648.206575160847,376.045631028567,241,69.7285374473735,0.121619111500609,io,high,running
8b4d968d-2f10-48eb-aa96-e5c88b5aa275,4/4/2023 20:08,23.7741826015638,23.5535778342113,666.909179741165,216.932638375683,7602,81.5672700943261,0.41751078331554,io,,
d0eb75ed-07ef-430f-b6e5-be75eb6276a7,2/18/2023 19:59,50.2389457489261,42.2143516335989,846.985936101724,7.54777521744681,3471,,,network,,waiting
29c53a0d-2494-4682-ac03-9d6e982fc3df,6/21/2023 21:30,94.258359969793,35.0009451911289,982.718920300517,191.307536911582,,37.5405720430207,,network,medium,waiting
86d6e105-2857-4d35-938d-d0a770007eb6,5/6/2023 20:06,63.399769774466,55.8601525376509,943.907697523751,97.5732454522848,6625,18.1393764153315,0.228745298521638,network,high,waiting
ace7c60e-1b32-4699-be75-e2db2979339c,6/19/2023 1:27,86.7289405462464,81.035160428067,622.427459699751,189.703782227365,9541,44.7991121274637,0.0164782501948967,io,medium,waiting
12639c6f-df09-4cff-b473-d9d6f4788721,3/14/2023 13:45,94.0209689354767,,475.065285642311,319.556928231237,,39.651005520887,,network,medium,completed
fb9d228c-acd4-4cd5-a1c8-5ab07b562155,3/24/2023 0:39,75.0764861886352,23.5855172395039,,47.205208852465,1040,43.1088254538985,0.157764056383775,network,medium,running
d1686ffc-e4c6-491c-b1e9-275083ab8cac,5/16/2023 7:21,69.9575060224751,73.0881092572098,751.474631364724,,6956,85.9013644157356,0.470146928971479,network,medium,waiting
e35fac95-8ee2-41e2-8f26-e3f6347f4d42,6/16/2023 2:23,96.7965566604227,66.1632548925108,595.582128087843,450.09590826596,5635,45.5941674505985,0.801583992584431,compute,low,running
a3948684-8a23-4092-ba05-39a2551ced37,3/28/2023 0:23,99.4400789647679,28.729311402828,250.526134963829,64.0777613223216,7405,93.1410618388758,0.159530914130675,compute,high,
5240b0d0-0592-4332-9f0f-150cf88787a9,4/26/2023 16:08,45.1821682669759,26.4230021977033,484.815484727015,400.386279798146,8340,69.5311481831791,0.793502176254726,compute,high,waiting
a9bb6ef9-189a-4802-a4b9-f9347e3cc459,3/24/2023 23:03,7.08697781842083,7.66110602360964,429.254173997315,315.883835250161,86,88.2327552654057,0.338123507262559,io,medium,waiting
24c3fbba-64ff-494e-827e-15bf1c76e108,7/19/2023 4:48,29.2794031440518,48.6436181649807,769.552970598802,434.150801813556,,91.335810247719,0.575544536546825,compute,medium,waiting
e626c156-cd9f-4cc9-afc8-08ebde493635,1/16/2023 8:16,15.235470568773,21.4691301728972,999.706013826027,78.2679457828522,6248,10.4870171026858,0.216955560982894,network,high,waiting
ea5faed2-c016-42ec-8b3d-75099fbc0e25,3/8/2023 1:21,41.7486374796011,56.4339580194439,592.501337385781,395.66670225889,3368,47.7511310690615,0.0590721074019322,network,low,waiting
696129b3-a18a-4abc-8e65-5edbd815b0ee,5/16/2023 4:59,13.1289328473256,53.5416949267772,688.869982056448,127.633668490318,7045,54.5359741010713,0.427977425563748,network,low,
08241af1-4254-49aa-865e-1852c10df5f8,3/15/2023 18:09,60.4117804020882,29.1145545828004,671.696182484142,368.399815836386,9316,9.61511145338251,0.571331541453607,io,medium,completed
66a0a46e-3f6e-4bed-bc00-a01471df028b,,38.2808059157854,61.9864942981392,933.500832315865,464.969138270871,2048,,0.914184275396021,network,high,waiting
f323e922-8d0d-4abc-98ff-595b832b9716,6/14/2023 11:24,89.538588428821,58.3985923352976,408.149529733921,210.676449747629,582,10.026511888754,0.259868411284462,io,medium,waiting
c464490c-0074-4005-96b0-a1455b32b697,2/24/2023 15:39,96.7794671798501,31.133988133779,312.193663253736,275.35248916667,8043,44.9373932462676,0.734593718703421,network,,completed
43ff32de-60b4-4b98-908d-2358baaf5ac2,2/21/2023 2:10,54.6884901669422,,898.994475875003,112.542360741632,4661,40.3072019953294,0.0924312164764352,compute,medium,waiting
ee8ef047-b8cb-436c-b6e8-ae34452e8cea,4/15/2023 9:14,27.4823569867596,82.3463346551413,355.469392964618,268.445123871514,5639,65.4364035411436,0.212962230829929,compute,high,
,3/14/2023 17:33,59.2230418761836,81.9583234858207,606.801638106528,50.9167850463532,5258,13.6891164163058,0.194744494482505,network,high,waiting
9a470c21-dd39-4470-b941-3598a7bafe45,4/28/2023 2:31,89.6761158224409,,260.07696141511,273.779130191222,5271,,0.290117426055954,io,high,waiting
57aa57fb-89af-4031-9a38-c7bc12d24c58,3/29/2023 13:31,40.6733345835748,,124.370278747581,455.080232836824,9356,90.1916381687204,0.806667343385306,network,low,completed
6c3e7616-a2a2-44d2-bb36-bf0b7861ffd9,5/13/2023 20:00,55.207827669197,56.4079951607757,212.002157861021,29.9312985624863,139,7.10116254164746,0.199338789518305,io,low,running
3f2359d1-882e-4f4b-ba66-1054939a67f8,7/17/2023 13:08,27.1652767606145,48.7230519127718,462.067269357694,305.612104206302,,20.9576276716923,,network,high,completed
8a354710-c035-4997-b56b-3363b25fa596,5/14/2023 10:34,45.5444149450027,77.4881177610396,84.2557761826514,,8200,64.6653150060896,0.399527227771769,network,low,running
da3a2316-fe72-47e6-ba6a-a7309908d0e7,,40.1713535379598,,331.388428695789,21.4257285492699,5046,11.7742880123765,0.216496770946155,,high,running
6f937cac-a2dd-4b7f-8b69-0df85da32b3e,4/14/2023 6:56,24.8413465082971,15.5640758865967,371.247661914948,182.487140167902,3928,29.0550268775461,0.87492730680726,network,high,waiting
979f7e21-90b7-48db-8484-e34e891ab2f5,7/14/2023 0:38,50.5866383825308,94.9019229424826,499.288576981995,76.1632712056185,8771,74.0259824328382,,io,high,running
3c10e386-7d08-4aa2-867a-40bff0402850,5/1/2023 17:59,31.0380825979811,77.011142365695,451.100080814863,,4517,62.2480977675781,0.819436185686122,compute,low,completed
,6/16/2023 12:58,37.3034863880747,34.9790854573765,858.16984340407,,3988,75.3751481276411,0.756869056459814,compute,high,
074373a6-6f7e-487b-a7aa-493fabde4d87,4/14/2023 16:52,52.4970442254264,31.0354848071715,615.575781492435,469.016777512074,2789,,0.327066782221603,network,medium,waiting
9d6e1dca-8a34-48d1-9266-29fd906090a2,3/8/2023 6:03,75.0595022928987,98.0242949877509,113.855936082947,498.247825390229,1170,91.5881658911264,0.665975076193093,,low,waiting
b912af56-5689-41bc-a069-3af7ba25e812,1/14/2023 5:49,33.3507465791275,,,250.338196729121,6092,18.0957387367461,0.129679327604595,,medium,completed
9a1681cf-55e6-4b67-9032-ed1f9c1b0c64,2/1/2023 12:19,92.4158766620763,52.1038668953356,626.885681960713,,8501,67.7761018395178,0.942597715517061,,low,completed
1a251632-8f79-4b3c-8c44-9230660310b0,3/25/2023 2:56,86.2318546835902,4.00976876275548,174.122633806722,309.051134899169,6344,,0.738828878951372,network,high,
cfda4965-180f-4e7a-a588-305b9c27c073,2/20/2023 22:07,4.86902959755285,25.0291485486062,313.007069004517,472.527771914277,2963,1.58575706279742,0.647927374115676,network,low,completed
09fd692f-ac7b-41e3-a8a5-20ecad8fe0f6,2/21/2023 7:23,25.3642524256822,97.2076402641832,333.477568325153,427.6526386702,581,93.0194849859415,,,low,waiting
